,Palavras,Frequência
1576,hi keen go kind feel go tomo mind,1
1577,sleeping nt feeling well,1
1578,u switch fone dammit,1
1579,india take lead,1
1580,post lr class,1
1581,thts wat wright brother fly,1
1582,evening * v good somewhat event laden fill worry … head * ok throat * wrecked see six,1
1583,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friends goodevening dear,1
1584,laptop take,1
1585,dont file bag work called tell find anything room,2
1586,wan early lei outside wun b home early neva mind,1
1587,ur chance win £ cash every wk txt action c www movietrivia tv custcare xp wk,2
1588,bugis juz wat walking home oredi ü late reply oso saw top dat like din buy r ü,1
1589,go ok na,1
1590,yes posted couple pics fb still snow outside waking,1
1591,one good partnership going take lead,1
1592,rgent nd attempt contact u u £ call b csbcmwcnxx callcost ppm mobilesvary max£,1
1593,yeah class,1
1594,send bec temple na,1
1595,coming home class right need work shower,1
1596,hi ur lookin saucy daytime fun wiv busty married woman free next week chat sort time janinexx calls£ minmobsmorelkpoboxhpfl,1
1597,mostly like,1
1598,ü v fan,1
1599,dunno cos v late n reach inside already ate spageddies lor e gals r laughing lor,1
1600,guess spent last night phasing fourth dimension,1
1601,dad gonna call gets work ask crazy questions,1
1602,yes said,1
1603,hurting n meaningful lines ever compromised everything love end love compromised everything gud mornin,1
1604,lmao nice,1
1605,glad see reply,1
1606,urgent trying contact u todays draw shows £ prize guaranteed call land line claim valid hrs,3
1607,monthly password wap mobsi com use wap phone pc,1
1608,nah dub je still buff,1
1609,painful words thought happy toughest thing earth toughest acting happy unspoken pain inside,1
1610,yeah fine £ get ok,1
1611,lol u come ideas,1
1612,many people seems special first sight remain special till last sight maintain till life ends sh jas,2
1613,okay wait ah,1
1614,lei,1
1615,hi babe u r likely bed im sorry tonight really wanna see u tomorrow call love xxx,1
1616,already squatting new way walking,1
1617,want bold bb torch,1
1618,cramps stopped going back sleep,1
1619,todays vodafone numbers ending last four digits selected received £ award number matches please call claim £ award,1
1620,free top ringtone sub weekly ringtone get st week free send subpoly per week stop sms,2
1621,nan sonathaya soladha boss,1
1622,bring tat cd forget,1
1623,know raping dudes poker,1
1624,weightloss girl friends make loads money ebay something give thanks god,1
1625,gr see message r u leaving congrats dear school wat r ur plans,2
1626,ü eatin later eatin wif frens lei ü going home first,1
1627,finish already yar keep saying mushy embarrassed ok,1
1628,sorry man stash ran dry last night pick sunday,1
1629,hai priya right doctor said pa,1
1630,free msg sorry service ordered could delivered sufficient credit please top receive service,1
1631,please ask mummy call father,1
1632,come room cannot come house cos house still messy haha,1
1633,lost kilos today,1
1634,taste fish curry p,1
1635,might accidant tookplace somewhere ghodbandar rd traffic moves slovely plz slip amp worry,1
1636,yun ah ü wkg btw ü go nus sc ü wana specialise wad,1
1637,yes one woman man please tell likes dislikes bed,1
1638,test earlier appreciate call tomorrow,1
1639,loverboy keeps coming queen hmmm ache speak miss desparately,1
1640,u meet fren dun wan meet ah muz b guy rite,1
1641,promises though even gotten dinner yet,1
1642,got back dislikes bed,1
1643,turns stereo love mi phone unknown album,1
1644,hard live chat p min choose girl connect live call cheap chat uk biggest live service vu bcmwcnxx,2
1645,yeah see,1
1646,asking u knw nt may ur frnds classmates,1
1647,sorry earlier putting fires around talk actually life lol,1
1648,wow boys r back take uk tour win vip tickets pre book vip club txt club trackmarque ltd info vipclubu,1
1649,missionary hook doggy hook standing,1
1650,u better go sleep dun disturb u liao u wake msg lor,1
1651,watching house – entertaining – getting whole hugh laurie thing – even stick – indeed especially stick,1
1652,thought praps meant another one goodo look tomorrow,1
1653,hi jon pete ive bin spain recently hav sum dinero left bill said u ur rents mayb interested hav pes around £ tb james,1
1654,bold lt gt,1
1655,know shall speak lt gt minutes,1
1656,alrite hunny wot u nite didnt end goin town jus da pub instead jus chillin da mo bedroom love jen xxx,1
1657,went project centre,2
1658,per request maangalyam alaipayuthe set callertune callers press * copy friends callertune,2
1659,lol yeah point guess,1
1660,project w frens lor,1
1661,lol well quality aint bad aint complaining,1
1662,k happen tonight,1
1663,hi mandy sullivan calling hotmix fm chosen receive £ easter prize draw please telephone claim prize transferred someone else,1
1664,think going finn come,1
1665,tired special,1
1666,come tomorrow di,2
1667,k go sleep well take rest,1
1668,u guys never invite anywhere,1
1669,ur going bahamas callfreefone speak live operator claim either bahamas cruise of£ cash opt txt x,2
1670,want please inside outside bedroom,1
1671,ey calm downon theacusations itxt u cos iwana know wotu r doin thew end haventcn u ages ring ur nething sat love j xxx,1
1672,love wine dine lady,1
1673,someone conacted dating service entered phone fancy find call landline poboxntf,1
1674,im cool ta luv v tired cause doin loads planning wk got social services inspection nursery take care spk sn x,1
1675,know account details ask mom send mom reach,1
1676,think u wrong number,1
1677,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day,1
1678,b late love mum,1
1679,got mail panren paru,1
1680,* thinking chuckin ur red green n black trainners save carryin bac train,1
1681,give one miss number please,1
1682,jus came back fr lunch wif sis u leh,1
1683,schedule next week town weekend,1
1684,really good dhanush rocks,1
1685,lmao ok wont needing u hair anymore,1
1686,miss ya need ya want ya love ya,1
1687,sorry free,1
1688,u ever get song stuck head reason go away til u listen like times,1
1689,nt yet chikku simple habba hw abt u,1
1690,got ur mail dileep thank muchand look forward lots support less contacts remember one venugopal mentioned tomorrow late shall try come till goodnight dear,1
1691,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked ones remembered everytime bslvyl,1
1692,joy father john john name joy father mandan,2
1693,hi ibh customer loyalty offer new nokia mobile £ txtauction txt word start get,2
1694,hi yijue regarding textbook intro algorithms second edition selling,1
1695,sms auction nokia get win free auction take part send nokia hg suite lands row wjhl,1
1696,k want us come,1
1697,little difficult simple way enter place,1
1698,ha us e thing got tv watch u thk go tonight u already haf smth mind,1
1699,dont show far put new pictures facebook,1
1700,watching tv got new job,2
1701,good afternoon sexy buns goes job search wake first thought always love wish fine happy know adore,1
1702,coming whatever want,1
1703,ok chikku favourite song,1
1704,u see posted facebook,1
1705,call freephone,1
1706,buy space invaders chance win orig arcade game console press games arcade std wap charge see co uk games terms settings purchase,2
1707,big brother alert computer selected u k cash voucher call ntt po box cro bt landline cost ppm mobiles vary,1
1708,oh well c u later,1
1709,uncles atlanta wish guys great semester,3
1710,dear free messages without recharge hi hi hi,1
1711,dun believe u thk u told,1
1712,know god created gap fingers one made comes amp fills gaps holding hand love,3
1713,yes sura sun tv lol,1
1714,arun u transfr amt,2
1715,takin shower yeah leave done,1
1716,working eyes philosophy text u later bit free chat,1
1717,u havent lost ill always b u didnt intend hurt u never knew u felt iwas marine thats itriedtell urmom careabout u,1
1718,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit www win co uk,2
1719,bad girl still remember,1
1720,much gave morning,1
1721,hope alright babe worry might felt bit desparate learned job fake waiting come back love,1
1722,hey tell blake address carlos wanted meet got lost answering phone,1
1723,get opinion something first,1
1724,one week leave put know time,1
1725,hit move,1
1726,excellent spent lt gt years air force iraq afghanistan stable honest like traveling,1
1727,wanna watch movie,1
1728,ok lor thanx ü school,1
1729,class get text,1
1730,bus leaves lt gt,1
1731,god bless get good sleep dear pray,1
1732,todays voda numbers ending selected receive £award match please call quoting claim code standard rates app,1
1733,nice day today love dearly,1
1734,aiyo bit pai seh ü noe scared dun rem die hee become better lookin oredi leh,1
1735,aight ask roommates,1
1736,whats house beer,1
1737,ü wan meet n combine parts da rest da project going,1
1738,getting tickets walsall tue th march mate getting sat ill pay treat want go txt bak terry,1
1739,yes chatting,1
1740,hi jess dont know work call u im home eve xxx,1
1741,sian aft meeting supervisor got work liao u working,1
1742,going write ccna exam week,1
1743,well watch shrek b,1
1744,much dirty fellow,1
1745,dunno dat wat told ok lor,1
1746,probably tomorrow even later tonight something going,1
1747,say dying man feel sad go wanted know would probably gone late night,1
1748,thinking lifting one,1
1749,u dun wan u dun like already ah wat u still eating,1
1750,sent ur email id soon,2
1751,dude teresa hope okay didnt hear people called received package since dec lt gt thot ld like know fantastic year best reading plus really really bam first aid usmle work done,1
